avgmaxtmp,avgmintmp,avgtmp,Geography,precipitation
93.45454545,19.36363636,53.90909091,"Indianola city, Nebraska",1.936363636
88.63636364,18.81818182,52.09090909,"Inglewood village, Nebraska",2.3
90,15.90909091,51.90909091,"Inman village, Nebraska",2.154545455
91.09090909,20.09090909,54.63636364,"Ithaca village, Nebraska",2.709090909
88.81818182,17.18181818,51.72727273,"Jackson village, Nebraska",2.645454545
91.09090909,20.09090909,54.63636364,"Jansen village, Nebraska",2.709090909
89.54545455,21.54545455,55.18181818,"Johnson village, Nebraska",3.027272727
89.54545455,21.54545455,55.18181818,"Julian village, Nebraska",3.027272727
91.63636364,21.81818182,53.81818182,"Juniata village, Nebraska",2.363636364
90.81818182,19.90909091,52.54545455,"Kearney city, Nebraska",1.890909091
91.63636364,21.81818182,53.81818182,"Kenesaw village, Nebraska",2.363636364
88.63636364,18.81818182,52.09090909,"Kennard village, Nebraska",2.3
91.36363636,9.909090909,50.54545455,"Kilgore village, Nebraska",1.909090909
89.18181818,12.54545455,50.54545455,"Kimball city, Nebraska",1.190909091
92.81818182,19.09090909,53.18181818,"Lamar village, Nebraska",1.609090909
87.18181818,17.63636364,50.90909091,"Laurel city, Nebraska",1.609090909
88.81818182,21.72727273,53.81818182,"La Vista city, Nebraska",2.754545455
91.63636364,21.81818182,53.81818182,"Lawrence village, Nebraska",2.363636364
93.45454545,19.36363636,53.90909091,"Lebanon village, Nebraska",1.936363636
88.72727273,17.81818182,52.36363636,"Leigh village, Nebraska",2.354545455
91.09090909,20.09090909,54.63636364,"Leshara village, Nebraska",2.709090909
89.18181818,13,50.45454545,"Lewellen village, Nebraska",1.472727273
89.54545455,21.54545455,55.18181818,"Lewiston village, Nebraska",3.027272727
90.18181818,14.36363636,51,"Lexington city, Nebraska",2.172727273
89.54545455,21.54545455,55.18181818,"Liberty village, Nebraska",3.027272727
91.09090909,20.09090909,54.63636364,"Lincoln city, Nebraska",2.709090909
88.72727273,17.81818182,52.36363636,"Lindsay village, Nebraska",2.354545455
88.72727273,17.81818182,52.36363636,"Linwood village, Nebraska",2.354545455
90.81818182,19.90909091,52.54545455,"Litchfield village, Nebraska",1.890909091
89.18181818,13,50.45454545,"Lodgepole village, Nebraska",1.472727273
91.18181818,17.09090909,51.27272727,"Long Pine city, Nebraska",1.509090909
90.81818182,19.90909091,52.54545455,"Loomis village, Nebraska",1.890909091
91.09090909,20.09090909,54.63636364,"Lorton village, Nebraska",2.709090909
91.09090909,20.09090909,54.63636364,"Louisville city, Nebraska",2.709090909
90,15.90909091,51.90909091,"Loup City city, Nebraska",2.154545455
91.63636364,21.81818182,53.81818182,"Lushton village, Nebraska",2.363636364
89.09090909,11,50.72727273,"Lyman village, Nebraska",1.090909091
87.18181818,17.63636364,50.90909091,"Lynch village, Nebraska",1.609090909
88.63636364,18.81818182,52.09090909,"Lyons city, Nebraska",2.3
93.45454545,19.36363636,53.90909091,"McCook city, Nebraska",1.936363636
88.72727273,17.81818182,52.36363636,"McCool Junction village, Nebraska",2.354545455
89.18181818,12.54545455,50.54545455,"McGrew village, Nebraska",1.190909091
89.63636364,17.72727273,52.27272727,"McLean village, Nebraska",2.281818182
89.63636364,17.72727273,52.27272727,"Madison city, Nebraska",2.281818182
92.81818182,19.09090909,53.18181818,"Madrid village, Nebraska",1.609090909
87.18181818,17.63636364,50.90909091,"Magnet village, Nebraska",1.609090909
91.09090909,20.09090909,54.63636364,"Malcolm village, Nebraska",2.709090909
91.09090909,20.09090909,54.63636364,"Malmo village, Nebraska",2.709090909
91.09090909,20.09090909,54.63636364,"Manley village, Nebraska",2.709090909
91.27272727,19.54545455,53.27272727,"Marquette village, Nebraska",2.645454545
88.81818182,17.18181818,51.72727273,"Martinsburg village, Nebraska",2.645454545
87.18181818,17.63636364,50.90909091,"Maskell village, Nebraska",1.609090909
90.18181818,14.36363636,51,"Mason City village, Nebraska",2.172727273
90.18181818,14.27272727,51.18181818,"Maxwell village, Nebraska",1.9
93.45454545,19.36363636,53.90909091,"Maywood village, Nebraska",1.936363636
91.09090909,20.09090909,54.63636364,"Mead village, Nebraska",2.709090909
89.63636364,17.72727273,52.27272727,"Meadow Grove village, Nebraska",2.281818182
89.18181818,12.54545455,50.54545455,"Melbeta village, Nebraska",1.190909091
91.09090909,20.09090909,54.63636364,"Memphis village, Nebraska",2.709090909
90.18181818,14.36363636,51,"Merna village, Nebraska",2.172727273
90.27272727,7.636363636,50.18181818,"Merriman village, Nebraska",1.218181818
91.09090909,20.09090909,54.63636364,"Milford city, Nebraska",2.709090909
90.81818182,19.90909091,52.54545455,"Miller village, Nebraska",1.890909091
91.09090909,20.09090909,54.63636364,"Milligan village, Nebraska",2.709090909
89.18181818,12.54545455,50.54545455,"Minatare city, Nebraska",1.190909091
90.81818182,19.90909091,52.54545455,"Minden city, Nebraska",1.890909091
89.18181818,12.54545455,50.54545455,"Mitchell city, Nebraska",1.190909091
87.18181818,17.63636364,50.90909091,"Monowi village, Nebraska",1.609090909
88.72727273,17.81818182,52.36363636,"Monroe village, Nebraska",2.354545455
93.45454545,19.36363636,53.90909091,"Moorefield village, Nebraska",1.936363636
89.09090909,11,50.72727273,"Morrill village, Nebraska",1.090909091
88.72727273,17.81818182,52.36363636,"Morse Bluff village, Nebraska",2.354545455
90.18181818,14.27272727,51.18181818,"Mullen village, Nebraska",1.9
91.09090909,20.09090909,54.63636364,"Murdock village, Nebraska",2.709090909
87.45454545,20.90909091,53.81818182,"Murray village, Nebraska",3.163636364
91.18181818,17.09090909,51.27272727,"Naper village, Nebraska",1.509090909
93.36363636,21,55.72727273,"Naponee village, Nebraska",2.218181818
87.45454545,20.90909091,53.81818182,"Nebraska City city, Nebraska",3.163636364
87.45454545,20.90909091,53.81818182,"Nehawka village, Nebraska",3.163636364
89.63636364,17.72727273,52.27272727,"Neligh city, Nebraska",2.281818182
91.63636364,21.81818182,53.81818182,"Nelson city, Nebraska",2.363636364
89.54545455,21.54545455,55.18181818,"Nemaha village, Nebraska",3.027272727
91.36363636,9.909090909,50.54545455,"Nenzel village, Nebraska",1.909090909
87.18181818,17.63636364,50.90909091,"Newcastle village, Nebraska",1.609090909
88.72727273,17.81818182,52.36363636,"Newman Grove city, Nebraska",2.354545455
91.18181818,17.09090909,51.27272727,"Newport village, Nebraska",1.509090909
88.63636364,18.81818182,52.09090909,"Nickerson village, Nebraska",2.3
87.18181818,17.63636364,50.90909091,"Niobrara village, Nebraska",1.609090909
91.63636364,21.81818182,53.81818182,"Nora village, Nebraska",2.363636364
89.63636364,17.72727273,52.27272727,"Norfolk city, Nebraska",2.281818182
90.81818182,19.90909091,52.54545455,"Norman village, Nebraska",1.890909091
88.72727273,17.81818182,52.36363636,"North Bend city, Nebraska",2.354545455
90,15.90909091,51.90909091,"North Loup village, Nebraska",2.154545455
90.18181818,14.27272727,51.18181818,"North Platte city, Nebraska",1.9
91.63636364,21.81818182,53.81818182,"Oak village, Nebraska",2.363636364
89.63636364,17.72727273,52.27272727,"Oakdale village, Nebraska",2.281818182
88.63636364,18.81818182,52.09090909,"Oakland city, Nebraska",2.3
87.18181818,17.63636364,50.90909091,"Obert village, Nebraska",1.609090909
90.18181818,14.36363636,51,"Oconto village, Nebraska",2.172727273
88.72727273,17.81818182,52.36363636,"Octavia village, Nebraska",2.354545455
91.36363636,23,57.09090909,"Odell village, Nebraska",2.190909091
92.81818182,19.09090909,53.18181818,"Ogallala city, Nebraska",1.609090909
91.09090909,20.09090909,54.63636364,"Ohiowa village, Nebraska",2.709090909
88.81818182,21.72727273,53.81818182,"Omaha city, Nebraska",2.754545455
90,15.90909091,51.90909091,"O'Neill city, Nebraska",2.154545455
91.63636364,21.81818182,53.81818182,"Ong village, Nebraska",2.363636364
89.63636364,17.72727273,52.27272727,"Orchard village, Nebraska",2.281818182
90,15.90909091,51.90909091,"Ord city, Nebraska",2.154545455
93.36363636,21,55.72727273,"Orleans village, Nebraska",2.218181818
88.72727273,17.81818182,52.36363636,"Osceola city, Nebraska",2.354545455
89.18181818,13,50.45454545,"Oshkosh city, Nebraska",1.472727273
89.63636364,17.72727273,52.27272727,"Osmond city, Nebraska",2.281818182
91.09090909,20.09090909,54.63636364,"Otoe village, Nebraska",2.709090909
90.81818182,19.90909091,52.54545455,"Overton village, Nebraska",1.890909091
93.45454545,19.36363636,53.90909091,"Oxford village, Nebraska",1.936363636
89.63636364,17.72727273,52.27272727,"Page village, Nebraska",2.281818182
93.45454545,19.36363636,53.90909091,"Palisade village, Nebraska",1.936363636
91.27272727,19.54545455,53.27272727,"Palmer village, Nebraska",2.645454545
91.09090909,20.09090909,54.63636364,"Palmyra village, Nebraska",2.709090909
91.09090909,20.09090909,54.63636364,"Panama village, Nebraska",2.709090909
88.81818182,21.72727273,53.81818182,"Papillion city, Nebraska",2.754545455
89.54545455,21.54545455,55.18181818,"Pawnee City city, Nebraska",3.027272727
90.18181818,14.27272727,51.18181818,"Paxton village, Nebraska",1.9
88.81818182,17.18181818,51.72727273,"Pender village, Nebraska",2.645454545
89.54545455,21.54545455,55.18181818,"Peru city, Nebraska",3.027272727
89.63636364,17.72727273,52.27272727,"Petersburg village, Nebraska",2.281818182
91.27272727,19.54545455,53.27272727,"Phillips village, Nebraska",2.645454545
91.09090909,20.09090909,54.63636364,"Pickrell village, Nebraska",2.709090909
89.63636364,17.72727273,52.27272727,"Pierce city, Nebraska",2.281818182
89.63636364,17.72727273,52.27272727,"Pilger village, Nebraska",2.281818182
89.63636364,17.72727273,52.27272727,"Plainview city, Nebraska",2.281818182
88.72727273,17.81818182,52.36363636,"Platte Center village, Nebraska",2.354545455
87.45454545,20.90909091,53.81818182,"Plattsmouth city, Nebraska",3.163636364
91.09090909,20.09090909,54.63636364,"Pleasant Dale village, Nebraska",2.709090909
90.81818182,19.90909091,52.54545455,"Pleasanton village, Nebraska",1.890909091
91.09090909,20.09090909,54.63636364,"Plymouth village, Nebraska",2.709090909
88.72727273,17.81818182,52.36363636,"Polk village, Nebraska",2.354545455
88.81818182,17.18181818,51.72727273,"Ponca city, Nebraska",2.645454545
89.18181818,13,50.45454545,"Potter village, Nebraska",1.472727273
88.72727273,17.81818182,52.36363636,"Prague village, Nebraska",2.354545455
89.54545455,21.54545455,55.18181818,"Preston village, Nebraska",3.027272727
91.27272727,19.54545455,53.27272727,"Primrose village, Nebraska",2.645454545
91.63636364,21.81818182,53.81818182,"Prosser village, Nebraska",2.363636364
90.81818182,19.90909091,52.54545455,"Ragan village, Nebraska",1.890909091
88.81818182,21.72727273,53.81818182,"Ralston city, Nebraska",2.754545455
87.18181818,17.63636364,50.90909091,"Randolph city, Nebraska",1.609090909
90.81818182,19.90909091,52.54545455,"Ravenna city, Nebraska",1.890909091
91.09090909,20.09090909,54.63636364,"Raymond village, Nebraska",2.709090909
91.63636364,21.81818182,53.81818182,"Red Cloud city, Nebraska",2.363636364
93.36363636,21,55.72727273,"Republican City village, Nebraska",2.218181818
92.09090909,22.54545455,56,"Reynolds village, Nebraska",2.381818182
88.72727273,17.81818182,52.36363636,"Richland village, Nebraska",2.354545455
88.72727273,17.81818182,52.36363636,"Rising City village, Nebraska",2.354545455
90.81818182,19.90909091,52.54545455,"Riverdale village, Nebraska",1.890909091
91.63636364,21.81818182,53.81818182,"Riverton village, Nebraska",2.363636364
91.09090909,20.09090909,54.63636364,"Roca village, Nebraska",2.709090909
90.81818182,19.90909091,52.54545455,"Rockville village, Nebraska",1.890909091
88.72727273,17.81818182,52.36363636,"Rogers village, Nebraska",2.354545455
88.81818182,17.18181818,51.72727273,"Rosalie village, Nebraska",2.645454545
91.63636364,21.81818182,53.81818182,"Roseland village, Nebraska",2.363636364
89.63636364,17.72727273,52.27272727,"Royal village, Nebraska",2.281818182
89.54545455,21.54545455,55.18181818,"Rulo village, Nebraska",3.027272727
90.27272727,7.636363636,50.18181818,"Rushville city, Nebraska",1.218181818
91.63636364,21.81818182,53.81818182,"Ruskin village, Nebraska",2.363636364
89.54545455,21.54545455,55.18181818,"Salem village, Nebraska",3.027272727
87.18181818,17.63636364,50.90909091,"Santee village, Nebraska",1.609090909
90.18181818,14.36363636,51,"Sargent city, Nebraska",2.172727273
91.63636364,21.81818182,53.81818182,"Saronville village, Nebraska",2.363636364
88.72727273,17.81818182,52.36363636,"Schuyler city, Nebraska",2.354545455
90,15.90909091,51.90909091,"Scotia village, Nebraska",2.154545455
89.18181818,12.54545455,50.54545455,"Scottsbluff city, Nebraska",1.190909091
88.63636364,18.81818182,52.09090909,"Scribner city, Nebraska",2.3
91.09090909,20.09090909,54.63636364,"Seward city, Nebraska",2.709090909
88.72727273,17.81818182,52.36363636,"Shelby village, Nebraska",2.354545455
90.81818182,19.90909091,52.54545455,"Shelton village, Nebraska",1.890909091
91.63636364,21.81818182,53.81818182,"Shickley village, Nebraska",2.363636364
89.63636364,17.72727273,52.27272727,"Sholes village, Nebraska",2.281818182
89.54545455,21.54545455,55.18181818,"Shubert village, Nebraska",3.027272727
89.18181818,13,50.45454545,"Sidney city, Nebraska",1.472727273
88.72727273,17.81818182,52.36363636,"Silver Creek village, Nebraska",2.354545455
93.45454545,19.36363636,53.90909091,"Smithfield village, Nebraska",1.936363636
88.63636364,18.81818182,52.09090909,"Snyder village, Nebraska",2.3
91.09090909,20.09090909,54.63636364,"South Bend village, Nebraska",2.709090909
88.81818182,17.18181818,51.72727273,"South Sioux City city, Nebraska",2.645454545
90,15.90909091,51.90909091,"Spalding village, Nebraska",2.154545455
90.45454545,14.81818182,50.54545455,"Spencer village, Nebraska",1.972727273
91.09090909,20.09090909,54.63636364,"Sprague village, Nebraska",2.709090909
87.45454545,20.90909091,53.81818182,"Springfield city, Nebraska",3.163636364
91.18181818,17.09090909,51.27272727,"Springview village, Nebraska",1.509090909
93.36363636,21,55.72727273,"Stamford village, Nebraska",2.218181818
89.63636364,17.72727273,52.27272727,"Stanton city, Nebraska",2.281818182
91.09090909,20.09090909,54.63636364,"Staplehurst village, Nebraska",2.709090909
90.18181818,14.27272727,51.18181818,"Stapleton village, Nebraska",1.9
92.09090909,22.54545455,56,"Steele City village, Nebraska",2.381818182
89.54545455,21.54545455,55.18181818,"Steinauer village, Nebraska",3.027272727
89.54545455,21.54545455,55.18181818,"Stella village, Nebraska",3.027272727
91.09090909,20.09090909,54.63636364,"Sterling village, Nebraska",2.709090909
91.63636364,21.81818182,53.81818182,"Stockham village, Nebraska",2.363636364
93.45454545,19.36363636,53.90909091,"Stockville village, Nebraska",1.936363636
91.63636364,21.81818182,53.81818182,"Strang village, Nebraska",2.363636364
92.81818182,19.09090909,53.18181818,"Stratton village, Nebraska",1.609090909
88.72727273,17.81818182,52.36363636,"Stromsburg city, Nebraska",2.354545455
91.18181818,17.09090909,51.27272727,"Stuart village, Nebraska",1.509090909
90.81818182,19.90909091,52.54545455,"Sumner village, Nebraska",1.890909091
92.09090909,22.54545455,56,"Superior city, Nebraska",2.381818182
88.72727273,17.81818182,52.36363636,"Surprise village, Nebraska",2.354545455
90.18181818,14.27272727,51.18181818,"Sutherland village, Nebraska",1.9
91.63636364,21.81818182,53.81818182,"Sutton city, Nebraska",2.363636364
91.09090909,20.09090909,54.63636364,"Swanton village, Nebraska",2.709090909
91.09090909,20.09090909,54.63636364,"Syracuse city, Nebraska",2.709090909
89.54545455,21.54545455,55.18181818,"Table Rock village, Nebraska",3.027272727
89.54545455,21.54545455,55.18181818,"Talmage village, Nebraska",3.027272727
88.72727273,17.81818182,52.36363636,"Tarnov village, Nebraska",2.354545455
90,15.90909091,51.90909091,"Taylor village, Nebraska",2.154545455
89.54545455,21.54545455,55.18181818,"Tecumseh city, Nebraska",3.027272727
88.63636364,18.81818182,52.09090909,"Tekamah city, Nebraska",2.3
88.72727273,17.81818182,52.36363636,"Thayer village, Nebraska",2.354545455
90.18181818,14.27272727,51.18181818,"Thedford village, Nebraska",1.9
88.81818182,17.18181818,51.72727273,"Thurston village, Nebraska",2.645454545
89.63636364,17.72727273,52.27272727,"Tilden city, Nebraska",2.281818182
91.09090909,20.09090909,54.63636364,"Tobias village, Nebraska",2.709090909
93.45454545,19.36363636,53.90909091,"Trenton village, Nebraska",1.936363636
91.63636364,21.81818182,53.81818182,"Trumbull village, Nebraska",2.363636364
88.63636364,18.81818182,52.09090909,"Uehling village, Nebraska",2.3
88.72727273,17.81818182,52.36363636,"Ulysses village, Nebraska",2.354545455
91.09090909,20.09090909,54.63636364,"Unadilla village, Nebraska",2.709090909
87.45454545,20.90909091,53.81818182,"Union village, Nebraska",3.163636364
91.63636364,21.81818182,53.81818182,"Upland village, Nebraska",2.363636364
91.09090909,20.09090909,54.63636364,"Utica village, Nebraska",2.709090909
91.36363636,9.909090909,50.54545455,"Valentine city, Nebraska",1.909090909
91.09090909,20.09090909,54.63636364,"Valley city, Nebraska",2.709090909
91.09090909,20.09090909,54.63636364,"Valparaiso village, Nebraska",2.709090909
92.81818182,19.09090909,53.18181818,"Venango village, Nebraska",1.609090909
87.18181818,17.63636364,50.90909091,"Verdel village, Nebraska",1.609090909
87.18181818,17.63636364,50.90909091,"Verdigre village, Nebraska",1.609090909
89.54545455,21.54545455,55.18181818,"Verdon village, Nebraska",3.027272727
91.09090909,20.09090909,54.63636364,"Virginia village, Nebraska",2.709090909
88.72727273,17.81818182,52.36363636,"Waco village, Nebraska",2.354545455
91.09090909,20.09090909,54.63636364,"Wahoo city, Nebraska",2.709090909
88.81818182,17.18181818,51.72727273,"Wakefield city, Nebraska",2.645454545
90.18181818,14.27272727,51.18181818,"Wallace village, Nebraska",1.9
88.81818182,17.18181818,51.72727273,"Walthill village, Nebraska",2.645454545
88.63636364,18.81818182,52.09090909,"Washington village, Nebraska",2.3
88.81818182,17.18181818,51.72727273,"Waterbury village, Nebraska",2.645454545
88.81818182,21.72727273,53.81818182,"Waterloo village, Nebraska",2.754545455
92.81818182,19.09090909,53.18181818,"Wauneta village, Nebraska",1.609090909
87.18181818,17.63636364,50.90909091,"Wausa village, Nebraska",1.609090909
91.09090909,20.09090909,54.63636364,"Waverly city, Nebraska",2.709090909
89.63636364,17.72727273,52.27272727,"Wayne city, Nebraska",2.281818182
91.09090909,20.09090909,54.63636364,"Weeping Water city, Nebraska",2.709090909
90.18181818,14.27272727,51.18181818,"Wellfleet village, Nebraska",1.9
91.09090909,20.09090909,54.63636364,"Western village, Nebraska",2.709090909
91.09090909,20.09090909,54.63636364,"Weston village, Nebraska",2.709090909
88.63636364,18.81818182,52.09090909,"West Point city, Nebraska",2.3
91.54545455,9.545454545,50.54545455,"Whitney village, Nebraska",1.145454545
91.09090909,20.09090909,54.63636364,"Wilber city, Nebraska",2.709090909
90.81818182,19.90909091,52.54545455,"Wilcox village, Nebraska",1.890909091
93.45454545,19.36363636,53.90909091,"Wilsonville village, Nebraska",1.936363636
88.81818182,17.18181818,51.72727273,"Winnebago village, Nebraska",2.645454545
87.18181818,17.63636364,50.90909091,"Winnetoon village, Nebraska",1.609090909
89.63636364,17.72727273,52.27272727,"Winside village, Nebraska",2.281818182
88.63636364,18.81818182,52.09090909,"Winslow village, Nebraska",2.3
88.63636364,18.81818182,52.09090909,"Wisner city, Nebraska",2.3
91.27272727,19.54545455,53.27272727,"Wolbach village, Nebraska",2.645454545
91.36363636,9.909090909,50.54545455,"Wood Lake village, Nebraska",1.909090909
91.63636364,21.81818182,53.81818182,"Wood River city, Nebraska",2.363636364
91.36363636,23,57.09090909,"Wymore city, Nebraska",2.190909091
87.18181818,17.63636364,50.90909091,"Wynot village, Nebraska",1.609090909
88.72727273,17.81818182,52.36363636,"York city, Nebraska",2.354545455
91.09090909,20.09090909,54.63636364,"Yutan city, Nebraska",2.709090909
98.18181818,43.45454545,71,"Boulder City city, Nevada",0.172727273
94.54545455,39.18181818,66.54545455,"Caliente city, Nevada",0.5
83,14.36363636,49.18181818,"Carlin city, Nevada",0.790909091
76.27272727,14.09090909,45.09090909,"Carson City, Nevada",1.327272727
83,14.36363636,49.18181818,"Elko city, Nevada",0.790909091
81,8.636363636,47.36363636,"Ely city, Nevada",0.818181818
89.45454545,22.45454545,57,"Fallon city, Nevada",0.272727273
87.90909091,27.36363636,56,"Fernley city, Nevada",0.518181818
98.18181818,43.45454545,71,"Henderson city, Nevada",0.172727273
96.54545455,45.72727273,71.27272727,"Las Vegas city, Nevada",0.254545455
90.90909091,19.54545455,56.54545455,"Lovelock city, Nevada",0.427272727
94.54545455,39.18181818,66.54545455,"Mesquite city, Nevada",0.5
96.54545455,45.72727273,71.27272727,"North Las Vegas city, Nevada",0.254545455
87.90909091,27.36363636,56,"Reno city, Nevada",0.518181818
87.90909091,27.36363636,56,"Sparks city, Nevada",0.518181818
74.90909091,20.18181818,49.09090909,"Wells city, Nevada",0.163636364
84.45454545,26.81818182,54.81818182,"West Wendover city, Nevada",0.236363636
86.18181818,12.36363636,51.90909091,"Winnemucca city, Nevada",0.7
89.45454545,22.45454545,57,"Yerington city, Nevada",0.272727273
79.81818182,5.909090909,43.27272727,"Berlin city, New Hampshire",3.409090909
81.90909091,14.27272727,47.36363636,"Claremont city, New Hampshire",4.009090909
84.54545455,15,48.63636364,"Concord city, New Hampshire",4.336363636
83.09090909,20.09090909,49.36363636,"Dover city, New Hampshire",4.218181818
81.18181818,20.27272727,48.27272727,"Franklin city, New Hampshire",2.818181818
82.18181818,16.72727273,47.72727273,"Keene city, New Hampshire",3.8
81.18181818,20.27272727,48.27272727,"Laconia city, New Hampshire",2.818181818
83.18181818,13.18181818,47.63636364,"Lebanon city, New Hampshire",3.745454545
85.18181818,23,51.09090909,"Manchester city, New Hampshire",4.209090909
86.18181818,20.90909091,51.90909091,"Nashua city, New Hampshire",2.772727273
82.72727273,24.36363636,50.36363636,"Portsmouth city, New Hampshire",3.809090909
83.09090909,20.09090909,49.36363636,"Rochester city, New Hampshire",4.218181818
83.09090909,20.09090909,49.36363636,"Somersworth city, New Hampshire",4.218181818
87.81818182,27.36363636,56.81818182,"Absecon city, New Jersey",3.845454545
86.09090909,29.54545455,55.36363636,"Asbury Park city, New Jersey",2.236363636
87.81818182,27.36363636,56.81818182,"Atlantic City city, New Jersey",3.845454545
88.18181818,31.81818182,57,"Bayonne city, New Jersey",4.145454545
85.09090909,23.27272727,52.36363636,"Belvidere town, New Jersey",4.218181818
87.90909091,31.18181818,57.72727273,"Beverly city, New Jersey",3.790909091
86.27272727,27.09090909,54.54545455,"Boonton town, New Jersey",4.118181818
87.27272727,24.36363636,56.09090909,"Bridgeton city, New Jersey",3.272727273
87.81818182,27.36363636,56.81818182,"Brigantine city, New Jersey",3.845454545
87.90909091,31.18181818,57.72727273,"Burlington city, New Jersey",3.790909091
87.63636364,32.90909091,57.81818182,"Camden city, New Jersey",3.681818182
83.09090909,31.81818182,57.54545455,"Cape May city, New Jersey",1.5
88.45454545,30.36363636,56.45454545,"Clifton city, New Jersey",4.336363636
87.45454545,19.54545455,54.27272727,"Clinton town, New Jersey",4.081818182
87.81818182,27.36363636,56.81818182,"Corbin City city, New Jersey",3.845454545
85.09090909,23.27272727,52.36363636,"Dover town, New Jersey",4.218181818
88.18181818,31.81818182,57,"East Orange city, New Jersey",4.145454545
87.81818182,27.36363636,56.81818182,"Egg Harbor City city, New Jersey",3.845454545
88.18181818,31.81818182,57,"Elizabeth city, New Jersey",4.145454545
88.45454545,30.36363636,56.45454545,"Englewood city, New Jersey",4.336363636
87.81818182,27.36363636,56.81818182,"Estell Manor city, New Jersey",3.845454545
88.45454545,30.36363636,56.45454545,"Garfield city, New Jersey",4.336363636
87.63636364,32.90909091,57.81818182,"Gloucester City city, New Jersey",3.681818182
85.81818182,33,56.45454545,"Guttenberg town, New Jersey",4.4
88.45454545,30.36363636,56.45454545,"Hackensack city, New Jersey",4.336363636
87.81818182,27.36363636,56.81818182,"Hammonton town, New Jersey",3.845454545
88.18181818,31.81818182,57,"Harrison town, New Jersey",4.145454545
85.81818182,33,56.45454545,"Hoboken city, New Jersey",4.4
85.81818182,33,56.45454545,"Jersey City city, New Jersey",4.4
88.45454545,30.36363636,56.45454545,"Kearny town, New Jersey",4.336363636
86.90909091,29.27272727,56,"Lambertville city, New Jersey",3.481818182
79.90909091,34.72727273,55.72727273,"Linden city, New Jersey",0
87.81818182,27.36363636,56.81818182,"Linwood city, New Jersey",3.845454545
86.09090909,29.54545455,55.36363636,"Loch Arbour village, New Jersey",2.236363636
86.09090909,29.54545455,55.36363636,"Long Branch city, New Jersey",2.236363636
87.81818182,27.36363636,56.81818182,"Margate City city, New Jersey",3.845454545
87.27272727,24.36363636,56.09090909,"Millville city, New Jersey",3.272727273
88.18181818,31.81818182,57,"Newark city, New Jersey",4.145454545
79.90909091,34.72727273,55.72727273,"New Brunswick city, New Jersey",0
85.09090909,23.27272727,52.36363636,"Newton town, New Jersey",4.218181818
87.81818182,27.36363636,56.81818182,"Northfield city, New Jersey",3.845454545
83.09090909,31.81818182,57.54545455,"North Wildwood city, New Jersey",1.5
87.81818182,27.36363636,56.81818182,"Ocean City city, New Jersey",3.845454545
88.45454545,30.36363636,56.45454545,"Passaic city, New Jersey",4.336363636
86.27272727,27.09090909,54.54545455,"Paterson city, New Jersey",4.118181818
79.90909091,34.72727273,55.72727273,"Perth Amboy city, New Jersey",0
85.63636364,25.18181818,54.09090909,"Phillipsburg town, New Jersey",3.954545455
79.90909091,34.72727273,55.72727273,"Plainfield city, New Jersey",0
87.81818182,27.36363636,56.81818182,"Pleasantville city, New Jersey",3.845454545
87.81818182,27.36363636,56.81818182,"Port Republic city, New Jersey",3.845454545
86.90909091,29.27272727,56,"Princeton, New Jersey",3.481818182
79.90909091,34.72727273,55.72727273,"Rahway city, New Jersey",0
88.45454545,30.36363636,56.45454545,"Ridgefield Park village, New Jersey",4.336363636
88.45454545,30.36363636,56.45454545,"Ridgewood village, New Jersey",4.336363636
87.27272727,29.90909091,57,"Salem city, New Jersey",3.618181818
83.09090909,31.81818182,57.54545455,"Sea Isle City city, New Jersey",1.5
88.45454545,30.36363636,56.45454545,"Secaucus town, New Jersey",4.336363636
87.81818182,27.36363636,56.81818182,"Somers Point city, New Jersey",3.845454545
79.90909091,34.72727273,55.72727273,"South Amboy city, New Jersey",0
79.90909091,34.72727273,55.72727273,"Summit city, New Jersey",0
86.90909091,29.27272727,56,"Trenton city, New Jersey",3.481818182
85.81818182,33,56.45454545,"Union City city, New Jersey",4.4
87.81818182,27.36363636,56.81818182,"Ventnor City city, New Jersey",3.845454545
87.27272727,24.36363636,56.09090909,"Vineland city, New Jersey",3.272727273
79.90909091,34.72727273,55.72727273,"Westfield town, New Jersey",0
85.81818182,33,56.45454545,"West New York town, New Jersey",4.4
83.09090909,31.81818182,57.54545455,"Wildwood city, New Jersey",1.5
87.63636364,32.90909091,57.81818182,"Woodbury city, New Jersey",3.681818182
91.54545455,29.18181818,65.09090909,"Alamogordo city, New Mexico",1.1
86.18181818,31.27272727,59.81818182,"Albuquerque city, New Mexico",0.845454545
79.45454545,12.54545455,48.27272727,"Angel Fire village, New Mexico",0.645454545
94.81818182,38.72727273,67.72727273,"Anthony city, New Mexico",1.054545455
96.45454545,33.81818182,63.18181818,"Artesia city, New Mexico",1.036363636
86,21.36363636,55.36363636,"Aztec city, New Mexico",0.6
91.09090909,34.09090909,62.90909091,"Bayard city, New Mexico",0.809090909
86.18181818,31.27272727,59.81818182,"Belen city, New Mexico",0.845454545
86.18181818,31.27272727,59.81818182,"Bernalillo town, New Mexico",0.845454545
86,21.36363636,55.36363636,"Bloomfield city, New Mexico",0.6
86.18181818,31.27272727,59.81818182,"Bosque Farms village, New Mexico",0.845454545
82.63636364,17.27272727,51.54545455,"Capitan village, New Mexico",1.381818182
98.27272727,35.27272727,65.09090909,"Carlsbad city, New Mexico",1.045454545
