id,Geography,stateAbbr,stateFullName
9809,"Vista village, Missouri",MO, Missouri
9810,"Waco, Missouri",MO, Missouri
9811,"Walker, Missouri",MO, Missouri
9812,"Walnut Grove, Missouri",MO, Missouri
9813,"Wardell, Missouri",MO, Missouri
9814,"Wardsville village, Missouri",MO, Missouri
9815,"Warrensburg, Missouri",MO, Missouri
9816,"Warrenton, Missouri",MO, Missouri
9817,"Warsaw, Missouri",MO, Missouri
9818,"Warson Woods, Missouri",MO, Missouri
9819,"Washburn, Missouri",MO, Missouri
9820,"Washington, Missouri",MO, Missouri
9821,"Watson village, Missouri",MO, Missouri
9822,"Waverly, Missouri",MO, Missouri
9823,"Wayland, Missouri",MO, Missouri
9824,"Waynesville, Missouri",MO, Missouri
9825,"Weatherby, Missouri",MO, Missouri
9826,"Weatherby Lake, Missouri",MO, Missouri
9827,"Weaubleau, Missouri",MO, Missouri
9828,"Webb City, Missouri",MO, Missouri
9829,"Webster Groves, Missouri",MO, Missouri
9830,"Weldon Spring, Missouri",MO, Missouri
9831,"Weldon Spring Heights, Missouri",MO, Missouri
9832,"Wellington, Missouri",MO, Missouri
9833,"Wellston, Missouri",MO, Missouri
9834,"Wellsville, Missouri",MO, Missouri
9835,"Wentworth village, Missouri",MO, Missouri
9836,"Wentzville, Missouri",MO, Missouri
9837,"West Alton, Missouri",MO, Missouri
9838,"Westboro, Missouri",MO, Missouri
9839,"West Line village, Missouri",MO, Missouri
9840,"Weston, Missouri",MO, Missouri
9841,"Westphalia, Missouri",MO, Missouri
9842,"West Plains, Missouri",MO, Missouri
9843,"West Sullivan, Missouri",MO, Missouri
9844,"Westwood village, Missouri",MO, Missouri
9845,"Wheatland, Missouri",MO, Missouri
9846,"Wheaton, Missouri",MO, Missouri
9847,"Wheeling, Missouri",MO, Missouri
9848,"Whiteside village, Missouri",MO, Missouri
9849,"Whitewater, Missouri",MO, Missouri
9850,"Wilbur Park village, Missouri",MO, Missouri
9851,"Wildwood, Missouri",MO, Missouri
9852,"Willard, Missouri",MO, Missouri
9853,"Williamsville, Missouri",MO, Missouri
9854,"Willow Springs, Missouri",MO, Missouri
9855,"Wilson City village, Missouri",MO, Missouri
9856,"Winchester, Missouri",MO, Missouri
9857,"Windsor, Missouri",MO, Missouri
9858,"Windsor Place village, Missouri",MO, Missouri
9859,"Winfield, Missouri",MO, Missouri
9860,"Winona, Missouri",MO, Missouri
9861,"Winston village, Missouri",MO, Missouri
9862,"Wood Heights, Missouri",MO, Missouri
9863,"Woodson Terrace, Missouri",MO, Missouri
9864,"Wooldridge village, Missouri",MO, Missouri
9865,"Worth village, Missouri",MO, Missouri
9866,"Worthington village, Missouri",MO, Missouri
9867,"Wright City, Missouri",MO, Missouri
9868,"Wyaconda, Missouri",MO, Missouri
9869,"Wyatt, Missouri",MO, Missouri
9870,"Zalma village, Missouri",MO, Missouri
9871,"Alberton, Montana",MT, Montana
9872,"Bainville, Montana",MT, Montana
9873,"Baker, Montana",MT, Montana
9874,"Bearcreek, Montana",MT, Montana
9875,"Belgrade, Montana",MT, Montana
9876,"Belt, Montana",MT, Montana
9877,"Big Sandy, Montana",MT, Montana
9878,"Big Timber, Montana",MT, Montana
9879,"Billings, Montana",MT, Montana
9880,"Boulder, Montana",MT, Montana
9881,"Bozeman, Montana",MT, Montana
9882,"Bridger, Montana",MT, Montana
9883,"Broadus, Montana",MT, Montana
9884,"Broadview, Montana",MT, Montana
9885,"Brockton, Montana",MT, Montana
9886,"Browning, Montana",MT, Montana
9887,"Cascade, Montana",MT, Montana
9888,"Chester, Montana",MT, Montana
9889,"Chinook, Montana",MT, Montana
9890,"Choteau, Montana",MT, Montana
9891,"Circle, Montana",MT, Montana
9892,"Clyde Park, Montana",MT, Montana
9893,"Colstrip, Montana",MT, Montana
9894,"Columbia Falls, Montana",MT, Montana
9895,"Columbus, Montana",MT, Montana
9896,"Conrad, Montana",MT, Montana
9897,"Culbertson, Montana",MT, Montana
9898,"Cut Bank, Montana",MT, Montana
9899,"Darby, Montana",MT, Montana
9900,"Deer Lodge, Montana",MT, Montana
9901,"Denton, Montana",MT, Montana
9902,"Dillon, Montana",MT, Montana
9903,"Dodson, Montana",MT, Montana
9904,"Drummond, Montana",MT, Montana
9905,"Dutton, Montana",MT, Montana
9906,"East Helena, Montana",MT, Montana
9907,"Ekalaka, Montana",MT, Montana
9908,"Ennis, Montana",MT, Montana
9909,"Eureka, Montana",MT, Montana
9910,"Fairfield, Montana",MT, Montana
9911,"Fairview, Montana",MT, Montana
9912,"Flaxville, Montana",MT, Montana
9913,"Forsyth, Montana",MT, Montana
9914,"Fort Benton, Montana",MT, Montana
9915,"Fort Peck, Montana",MT, Montana
9916,"Froid, Montana",MT, Montana
9917,"Fromberg, Montana",MT, Montana
9918,"Geraldine, Montana",MT, Montana
9919,"Glasgow, Montana",MT, Montana
9920,"Glendive, Montana",MT, Montana
9921,"Grass Range, Montana",MT, Montana
9922,"Great Falls, Montana",MT, Montana
9923,"Hamilton, Montana",MT, Montana
9924,"Hardin, Montana",MT, Montana
9925,"Harlem, Montana",MT, Montana
9926,"Harlowton, Montana",MT, Montana
9927,"Havre, Montana",MT, Montana
9928,"Helena, Montana",MT, Montana
9929,"Hingham, Montana",MT, Montana
9930,"Hobson, Montana",MT, Montana
9931,"Hot Springs, Montana",MT, Montana
9932,"Hysham, Montana",MT, Montana
9933,"Ismay, Montana",MT, Montana
9934,"Joliet, Montana",MT, Montana
9935,"Jordan, Montana",MT, Montana
9936,"Judith Gap, Montana",MT, Montana
9937,"Kalispell, Montana",MT, Montana
9938,"Kevin, Montana",MT, Montana
9939,"Laurel, Montana",MT, Montana
9940,"Lavina, Montana",MT, Montana
9941,"Libby, Montana",MT, Montana
9942,"Lima, Montana",MT, Montana
9943,"Livingston, Montana",MT, Montana
9944,"Lodge Grass, Montana",MT, Montana
9945,"Malta, Montana",MT, Montana
9946,"Manhattan, Montana",MT, Montana
9947,"Medicine Lake, Montana",MT, Montana
9948,"Melstone, Montana",MT, Montana
9949,"Miles City, Montana",MT, Montana
9950,"Missoula, Montana",MT, Montana
9951,"Moore, Montana",MT, Montana
9952,"Nashua, Montana",MT, Montana
9953,"Neihart, Montana",MT, Montana
9954,"Opheim, Montana",MT, Montana
9955,"Outlook, Montana",MT, Montana
9956,"Philipsburg, Montana",MT, Montana
9957,"Pinesdale, Montana",MT, Montana
9958,"Plains, Montana",MT, Montana
9959,"Plentywood, Montana",MT, Montana
9960,"Plevna, Montana",MT, Montana
9961,"Polson, Montana",MT, Montana
9962,"Poplar, Montana",MT, Montana
9963,"Red Lodge, Montana",MT, Montana
9964,"Rexford, Montana",MT, Montana
9965,"Richey, Montana",MT, Montana
9966,"Ronan, Montana",MT, Montana
9967,"Roundup, Montana",MT, Montana
9968,"Ryegate, Montana",MT, Montana
9969,"Saco, Montana",MT, Montana
9970,"Scobey, Montana",MT, Montana
9971,"Shelby, Montana",MT, Montana
9972,"Sheridan, Montana",MT, Montana
9973,"Sidney, Montana",MT, Montana
9974,"Stanford, Montana",MT, Montana
9975,"Stevensville, Montana",MT, Montana
9976,"Sunburst, Montana",MT, Montana
9977,"Superior, Montana",MT, Montana
9978,"Terry, Montana",MT, Montana
9979,"Thompson Falls, Montana",MT, Montana
9980,"Three Forks, Montana",MT, Montana
9981,"Townsend, Montana",MT, Montana
9982,"Troy, Montana",MT, Montana
9983,"Twin Bridges, Montana",MT, Montana
9984,"Valier, Montana",MT, Montana
9985,"Virginia City, Montana",MT, Montana
9986,"Walkerville, Montana",MT, Montana
9987,"Westby, Montana",MT, Montana
9988,"West Yellowstone, Montana",MT, Montana
9989,"Whitefish, Montana",MT, Montana
9990,"Whitehall, Montana",MT, Montana
9991,"White Sulphur Springs, Montana",MT, Montana
9992,"Wibaux, Montana",MT, Montana
9993,"Winifred, Montana",MT, Montana
9994,"Winnett, Montana",MT, Montana
9995,"Wolf Point, Montana",MT, Montana
9996,"Abie village, Nebraska",NE, Nebraska
9997,"Adams village, Nebraska",NE, Nebraska
9998,"Ainsworth, Nebraska",NE, Nebraska
9999,"Albion, Nebraska",NE, Nebraska
10000,"Alda village, Nebraska",NE, Nebraska
10001,"Alexandria village, Nebraska",NE, Nebraska
10002,"Allen village, Nebraska",NE, Nebraska
10003,"Alliance, Nebraska",NE, Nebraska
10004,"Alma, Nebraska",NE, Nebraska
10005,"Alvo village, Nebraska",NE, Nebraska
10006,"Amherst village, Nebraska",NE, Nebraska
10007,"Anoka village, Nebraska",NE, Nebraska
10008,"Anselmo village, Nebraska",NE, Nebraska
10009,"Ansley village, Nebraska",NE, Nebraska
10010,"Arapahoe, Nebraska",NE, Nebraska
10011,"Arcadia village, Nebraska",NE, Nebraska
10012,"Arlington village, Nebraska",NE, Nebraska
10013,"Arnold village, Nebraska",NE, Nebraska
10014,"Arthur village, Nebraska",NE, Nebraska
10015,"Ashland, Nebraska",NE, Nebraska
10016,"Ashton village, Nebraska",NE, Nebraska
10017,"Atkinson, Nebraska",NE, Nebraska
10018,"Atlanta village, Nebraska",NE, Nebraska
10019,"Auburn, Nebraska",NE, Nebraska
10020,"Aurora, Nebraska",NE, Nebraska
10021,"Avoca village, Nebraska",NE, Nebraska
10022,"Axtell village, Nebraska",NE, Nebraska
10023,"Ayr village, Nebraska",NE, Nebraska
10024,"Bancroft village, Nebraska",NE, Nebraska
10025,"Barada village, Nebraska",NE, Nebraska
10026,"Barneston village, Nebraska",NE, Nebraska
10027,"Bartlett village, Nebraska",NE, Nebraska
10028,"Bartley village, Nebraska",NE, Nebraska
10029,"Bassett, Nebraska",NE, Nebraska
10030,"Battle Creek, Nebraska",NE, Nebraska
10031,"Bayard, Nebraska",NE, Nebraska
10032,"Bazile Mills village, Nebraska",NE, Nebraska
10033,"Beatrice, Nebraska",NE, Nebraska
10034,"Beaver City, Nebraska",NE, Nebraska
10035,"Beaver Crossing village, Nebraska",NE, Nebraska
10036,"Bee village, Nebraska",NE, Nebraska
10037,"Beemer village, Nebraska",NE, Nebraska
10038,"Belden village, Nebraska",NE, Nebraska
10039,"Belgrade village, Nebraska",NE, Nebraska
10040,"Bellevue, Nebraska",NE, Nebraska
10041,"Bellwood village, Nebraska",NE, Nebraska
10042,"Belvidere village, Nebraska",NE, Nebraska
10043,"Benedict village, Nebraska",NE, Nebraska
10044,"Benkelman, Nebraska",NE, Nebraska
10045,"Bennet village, Nebraska",NE, Nebraska
10046,"Bennington, Nebraska",NE, Nebraska
10047,"Bertrand village, Nebraska",NE, Nebraska
10048,"Berwyn village, Nebraska",NE, Nebraska
10049,"Big Springs village, Nebraska",NE, Nebraska
10050,"Bladen village, Nebraska",NE, Nebraska
10051,"Blair, Nebraska",NE, Nebraska
10052,"Bloomfield, Nebraska",NE, Nebraska
10053,"Bloomington village, Nebraska",NE, Nebraska
10054,"Blue Hill, Nebraska",NE, Nebraska
10055,"Blue Springs, Nebraska",NE, Nebraska
10056,"Boys Town village, Nebraska",NE, Nebraska
10057,"Bradshaw village, Nebraska",NE, Nebraska
10058,"Brady village, Nebraska",NE, Nebraska
10059,"Brainard village, Nebraska",NE, Nebraska
10060,"Brewster village, Nebraska",NE, Nebraska
10061,"Bridgeport, Nebraska",NE, Nebraska
10062,"Bristow village, Nebraska",NE, Nebraska
10063,"Broadwater village, Nebraska",NE, Nebraska
10064,"Brock village, Nebraska",NE, Nebraska
10065,"Broken Bow, Nebraska",NE, Nebraska
10066,"Brownville village, Nebraska",NE, Nebraska
10067,"Brule village, Nebraska",NE, Nebraska
10068,"Bruning village, Nebraska",NE, Nebraska
10069,"Bruno village, Nebraska",NE, Nebraska
10070,"Brunswick village, Nebraska",NE, Nebraska
10071,"Burchard village, Nebraska",NE, Nebraska
10072,"Burr village, Nebraska",NE, Nebraska
10073,"Burton village, Nebraska",NE, Nebraska
10074,"Burwell, Nebraska",NE, Nebraska
10075,"Bushnell village, Nebraska",NE, Nebraska
10076,"Butte village, Nebraska",NE, Nebraska
10077,"Byron village, Nebraska",NE, Nebraska
10078,"Cairo village, Nebraska",NE, Nebraska
10079,"Callaway village, Nebraska",NE, Nebraska
10080,"Cambridge, Nebraska",NE, Nebraska
10081,"Campbell village, Nebraska",NE, Nebraska
10082,"Carleton village, Nebraska",NE, Nebraska
10083,"Carroll village, Nebraska",NE, Nebraska
10084,"Cedar Bluffs village, Nebraska",NE, Nebraska
10085,"Cedar Creek village, Nebraska",NE, Nebraska
10086,"Cedar Rapids village, Nebraska",NE, Nebraska
10087,"Center village, Nebraska",NE, Nebraska
10088,"Central City, Nebraska",NE, Nebraska
10089,"Ceresco village, Nebraska",NE, Nebraska
10090,"Chadron, Nebraska",NE, Nebraska
10091,"Chambers village, Nebraska",NE, Nebraska
10092,"Chapman village, Nebraska",NE, Nebraska
10093,"Chappell, Nebraska",NE, Nebraska
10094,"Chester village, Nebraska",NE, Nebraska
10095,"Clarks village, Nebraska",NE, Nebraska
10096,"Clarkson, Nebraska",NE, Nebraska
10097,"Clatonia village, Nebraska",NE, Nebraska
10098,"Clay Center, Nebraska",NE, Nebraska
10099,"Clearwater village, Nebraska",NE, Nebraska
10100,"Clinton village, Nebraska",NE, Nebraska
10101,"Cody village, Nebraska",NE, Nebraska
10102,"Coleridge village, Nebraska",NE, Nebraska
10103,"Colon village, Nebraska",NE, Nebraska
10104,"Columbus, Nebraska",NE, Nebraska
10105,"Comstock village, Nebraska",NE, Nebraska
10106,"Concord village, Nebraska",NE, Nebraska
10107,"Cook village, Nebraska",NE, Nebraska
10108,"Cordova village, Nebraska",NE, Nebraska
10109,"Cornlea village, Nebraska",NE, Nebraska
10110,"Cortland village, Nebraska",NE, Nebraska
10111,"Cotesfield village, Nebraska",NE, Nebraska
10112,"Cowles village, Nebraska",NE, Nebraska
10113,"Cozad, Nebraska",NE, Nebraska
10114,"Crab Orchard village, Nebraska",NE, Nebraska
10115,"Craig village, Nebraska",NE, Nebraska
10116,"Crawford, Nebraska",NE, Nebraska
10117,"Creighton, Nebraska",NE, Nebraska
10118,"Creston village, Nebraska",NE, Nebraska
10119,"Crete, Nebraska",NE, Nebraska
10120,"Crofton, Nebraska",NE, Nebraska
10121,"Crookston village, Nebraska",NE, Nebraska
10122,"Culbertson village, Nebraska",NE, Nebraska
10123,"Curtis, Nebraska",NE, Nebraska
10124,"Cushing village, Nebraska",NE, Nebraska
10125,"Dakota City, Nebraska",NE, Nebraska
10126,"Dalton village, Nebraska",NE, Nebraska
10127,"Danbury village, Nebraska",NE, Nebraska
10128,"Dannebrog village, Nebraska",NE, Nebraska
10129,"Davenport village, Nebraska",NE, Nebraska
10130,"Davey village, Nebraska",NE, Nebraska
10131,"David City, Nebraska",NE, Nebraska
10132,"Dawson village, Nebraska",NE, Nebraska
10133,"Daykin village, Nebraska",NE, Nebraska
10134,"Decatur village, Nebraska",NE, Nebraska
10135,"Denton village, Nebraska",NE, Nebraska
10136,"Deshler, Nebraska",NE, Nebraska
10137,"Deweese village, Nebraska",NE, Nebraska
10138,"De Witt village, Nebraska",NE, Nebraska
10139,"Diller village, Nebraska",NE, Nebraska
10140,"Dix village, Nebraska",NE, Nebraska
10141,"Dixon village, Nebraska",NE, Nebraska
10142,"Dodge village, Nebraska",NE, Nebraska
10143,"Doniphan village, Nebraska",NE, Nebraska
10144,"Dorchester village, Nebraska",NE, Nebraska
10145,"Douglas village, Nebraska",NE, Nebraska
10146,"Du Bois village, Nebraska",NE, Nebraska
10147,"Dunbar village, Nebraska",NE, Nebraska
10148,"Duncan village, Nebraska",NE, Nebraska
10149,"Dunning village, Nebraska",NE, Nebraska
10150,"Dwight village, Nebraska",NE, Nebraska
10151,"Eagle village, Nebraska",NE, Nebraska
10152,"Eddyville village, Nebraska",NE, Nebraska
10153,"Edgar, Nebraska",NE, Nebraska
10154,"Edison village, Nebraska",NE, Nebraska
10155,"Elba village, Nebraska",NE, Nebraska
10156,"Elgin, Nebraska",NE, Nebraska
10157,"Elk Creek village, Nebraska",NE, Nebraska
10158,"Elm Creek village, Nebraska",NE, Nebraska
10159,"Elmwood village, Nebraska",NE, Nebraska
10160,"Elsie village, Nebraska",NE, Nebraska
10161,"Elwood village, Nebraska",NE, Nebraska
10162,"Elyria village, Nebraska",NE, Nebraska
10163,"Emerson village, Nebraska",NE, Nebraska
10164,"Emmet village, Nebraska",NE, Nebraska
10165,"Endicott village, Nebraska",NE, Nebraska
10166,"Ericson village, Nebraska",NE, Nebraska
10167,"Eustis village, Nebraska",NE, Nebraska
10168,"Ewing village, Nebraska",NE, Nebraska
10169,"Exeter village, Nebraska",NE, Nebraska
10170,"Fairbury, Nebraska",NE, Nebraska
10171,"Fairfield, Nebraska",NE, Nebraska
10172,"Fairmont village, Nebraska",NE, Nebraska
10173,"Falls City, Nebraska",NE, Nebraska
10174,"Farnam village, Nebraska",NE, Nebraska
10175,"Farwell village, Nebraska",NE, Nebraska
10176,"Filley village, Nebraska",NE, Nebraska
10177,"Firth village, Nebraska",NE, Nebraska
10178,"Fordyce village, Nebraska",NE, Nebraska
10179,"Fort Calhoun, Nebraska",NE, Nebraska
10180,"Foster village, Nebraska",NE, Nebraska
10181,"Franklin, Nebraska",NE, Nebraska
10182,"Fremont, Nebraska",NE, Nebraska
10183,"Friend, Nebraska",NE, Nebraska
10184,"Fullerton, Nebraska",NE, Nebraska
10185,"Funk village, Nebraska",NE, Nebraska
10186,"Gandy village, Nebraska",NE, Nebraska
10187,"Garland village, Nebraska",NE, Nebraska
10188,"Garrison village, Nebraska",NE, Nebraska
10189,"Geneva, Nebraska",NE, Nebraska
10190,"Genoa, Nebraska",NE, Nebraska
10191,"Gering, Nebraska",NE, Nebraska
10192,"Gibbon, Nebraska",NE, Nebraska
10193,"Gilead village, Nebraska",NE, Nebraska
10194,"Giltner village, Nebraska",NE, Nebraska
10195,"Glenvil village, Nebraska",NE, Nebraska
10196,"Goehner village, Nebraska",NE, Nebraska
10197,"Gordon, Nebraska",NE, Nebraska
10198,"Gothenburg, Nebraska",NE, Nebraska
10199,"Grafton village, Nebraska",NE, Nebraska
10200,"Grand Island, Nebraska",NE, Nebraska
10201,"Grant, Nebraska",NE, Nebraska
10202,"Greenwood village, Nebraska",NE, Nebraska
10203,"Gresham village, Nebraska",NE, Nebraska
10204,"Gretna, Nebraska",NE, Nebraska
10205,"Gross village, Nebraska",NE, Nebraska
10206,"Guide Rock village, Nebraska",NE, Nebraska
10207,"Gurley village, Nebraska",NE, Nebraska
10208,"Hadar village, Nebraska",NE, Nebraska
10209,"Haigler village, Nebraska",NE, Nebraska
10210,"Hallam village, Nebraska",NE, Nebraska
10211,"Halsey village, Nebraska",NE, Nebraska
10212,"Hamlet village, Nebraska",NE, Nebraska
10213,"Hampton village, Nebraska",NE, Nebraska
10214,"Harbine village, Nebraska",NE, Nebraska
10215,"Hardy village, Nebraska",NE, Nebraska
10216,"Harrison village, Nebraska",NE, Nebraska
10217,"Hartington, Nebraska",NE, Nebraska
10218,"Harvard, Nebraska",NE, Nebraska
10219,"Hastings, Nebraska",NE, Nebraska
10220,"Hayes Center village, Nebraska",NE, Nebraska
10221,"Hay Springs village, Nebraska",NE, Nebraska
10222,"Hazard village, Nebraska",NE, Nebraska
10223,"Heartwell village, Nebraska",NE, Nebraska
10224,"Hebron, Nebraska",NE, Nebraska
10225,"Hemingford village, Nebraska",NE, Nebraska
10226,"Henderson, Nebraska",NE, Nebraska
10227,"Hendley village, Nebraska",NE, Nebraska
10228,"Henry village, Nebraska",NE, Nebraska
10229,"Herman village, Nebraska",NE, Nebraska
10230,"Hershey village, Nebraska",NE, Nebraska
10231,"Hickman, Nebraska",NE, Nebraska
10232,"Hildreth village, Nebraska",NE, Nebraska
10233,"Holbrook village, Nebraska",NE, Nebraska
10234,"Holdrege, Nebraska",NE, Nebraska
10235,"Holstein village, Nebraska",NE, Nebraska
10236,"Homer village, Nebraska",NE, Nebraska
10237,"Hooper, Nebraska",NE, Nebraska
10238,"Hordville village, Nebraska",NE, Nebraska
10239,"Hoskins village, Nebraska",NE, Nebraska
10240,"Howells village, Nebraska",NE, Nebraska
10241,"Hubbard village, Nebraska",NE, Nebraska
10242,"Hubbell village, Nebraska",NE, Nebraska
10243,"Humboldt, Nebraska",NE, Nebraska
10244,"Humphrey, Nebraska",NE, Nebraska
10245,"Huntley village, Nebraska",NE, Nebraska
10246,"Hyannis village, Nebraska",NE, Nebraska
10247,"Imperial, Nebraska",NE, Nebraska
10248,"Indianola, Nebraska",NE, Nebraska
10249,"Inglewood village, Nebraska",NE, Nebraska
10250,"Inman village, Nebraska",NE, Nebraska
10251,"Ithaca village, Nebraska",NE, Nebraska
10252,"Jackson village, Nebraska",NE, Nebraska
10253,"Jansen village, Nebraska",NE, Nebraska
10254,"Johnson village, Nebraska",NE, Nebraska
10255,"Julian village, Nebraska",NE, Nebraska
10256,"Juniata village, Nebraska",NE, Nebraska
10257,"Kearney, Nebraska",NE, Nebraska
10258,"Kenesaw village, Nebraska",NE, Nebraska
10259,"Kennard village, Nebraska",NE, Nebraska
10260,"Kilgore village, Nebraska",NE, Nebraska
10261,"Kimball, Nebraska",NE, Nebraska
10262,"Lamar village, Nebraska",NE, Nebraska
10263,"Laurel, Nebraska",NE, Nebraska
10264,"La Vista, Nebraska",NE, Nebraska
10265,"Lawrence village, Nebraska",NE, Nebraska
10266,"Lebanon village, Nebraska",NE, Nebraska
10267,"Leigh village, Nebraska",NE, Nebraska
10268,"Leshara village, Nebraska",NE, Nebraska
10269,"Lewellen village, Nebraska",NE, Nebraska
10270,"Lewiston village, Nebraska",NE, Nebraska
10271,"Lexington, Nebraska",NE, Nebraska
10272,"Liberty village, Nebraska",NE, Nebraska
10273,"Lincoln, Nebraska",NE, Nebraska
10274,"Lindsay village, Nebraska",NE, Nebraska
10275,"Linwood village, Nebraska",NE, Nebraska
10276,"Litchfield village, Nebraska",NE, Nebraska
10277,"Lodgepole village, Nebraska",NE, Nebraska
10278,"Long Pine, Nebraska",NE, Nebraska
10279,"Loomis village, Nebraska",NE, Nebraska
10280,"Lorton village, Nebraska",NE, Nebraska
10281,"Louisville, Nebraska",NE, Nebraska
10282,"Loup City, Nebraska",NE, Nebraska
10283,"Lushton village, Nebraska",NE, Nebraska
10284,"Lyman village, Nebraska",NE, Nebraska
10285,"Lynch village, Nebraska",NE, Nebraska
10286,"Lyons, Nebraska",NE, Nebraska
10287,"McCook, Nebraska",NE, Nebraska
10288,"McCool Junction village, Nebraska",NE, Nebraska
10289,"McGrew village, Nebraska",NE, Nebraska
10290,"McLean village, Nebraska",NE, Nebraska
10291,"Madison, Nebraska",NE, Nebraska
10292,"Madrid village, Nebraska",NE, Nebraska
10293,"Magnet village, Nebraska",NE, Nebraska
10294,"Malcolm village, Nebraska",NE, Nebraska
10295,"Malmo village, Nebraska",NE, Nebraska
10296,"Manley village, Nebraska",NE, Nebraska
10297,"Marquette village, Nebraska",NE, Nebraska
10298,"Martinsburg village, Nebraska",NE, Nebraska
10299,"Maskell village, Nebraska",NE, Nebraska
10300,"Mason City village, Nebraska",NE, Nebraska
10301,"Maxwell village, Nebraska",NE, Nebraska
10302,"Maywood village, Nebraska",NE, Nebraska
10303,"Mead village, Nebraska",NE, Nebraska
10304,"Meadow Grove village, Nebraska",NE, Nebraska
10305,"Melbeta village, Nebraska",NE, Nebraska
10306,"Memphis village, Nebraska",NE, Nebraska
10307,"Merna village, Nebraska",NE, Nebraska
10308,"Merriman village, Nebraska",NE, Nebraska
10309,"Milford, Nebraska",NE, Nebraska
10310,"Miller village, Nebraska",NE, Nebraska
10311,"Milligan village, Nebraska",NE, Nebraska
10312,"Minatare, Nebraska",NE, Nebraska
10313,"Minden, Nebraska",NE, Nebraska
10314,"Mitchell, Nebraska",NE, Nebraska
10315,"Monowi village, Nebraska",NE, Nebraska
10316,"Monroe village, Nebraska",NE, Nebraska
10317,"Moorefield village, Nebraska",NE, Nebraska
10318,"Morrill village, Nebraska",NE, Nebraska
10319,"Morse Bluff village, Nebraska",NE, Nebraska
10320,"Mullen village, Nebraska",NE, Nebraska
10321,"Murdock village, Nebraska",NE, Nebraska
10322,"Murray village, Nebraska",NE, Nebraska
10323,"Naper village, Nebraska",NE, Nebraska
10324,"Naponee village, Nebraska",NE, Nebraska
10325,"Nebraska City, Nebraska",NE, Nebraska
10326,"Nehawka village, Nebraska",NE, Nebraska
10327,"Neligh, Nebraska",NE, Nebraska
10328,"Nelson, Nebraska",NE, Nebraska
10329,"Nemaha village, Nebraska",NE, Nebraska
10330,"Nenzel village, Nebraska",NE, Nebraska
10331,"Newcastle village, Nebraska",NE, Nebraska
10332,"Newman Grove, Nebraska",NE, Nebraska
10333,"Newport village, Nebraska",NE, Nebraska
10334,"Nickerson village, Nebraska",NE, Nebraska
10335,"Niobrara village, Nebraska",NE, Nebraska
10336,"Nora village, Nebraska",NE, Nebraska
10337,"Norfolk, Nebraska",NE, Nebraska
10338,"Norman village, Nebraska",NE, Nebraska
10339,"North Bend, Nebraska",NE, Nebraska
10340,"North Loup village, Nebraska",NE, Nebraska
10341,"North Platte, Nebraska",NE, Nebraska
10342,"Oak village, Nebraska",NE, Nebraska
10343,"Oakdale village, Nebraska",NE, Nebraska
10344,"Oakland, Nebraska",NE, Nebraska
10345,"Obert village, Nebraska",NE, Nebraska
10346,"Oconto village, Nebraska",NE, Nebraska
10347,"Octavia village, Nebraska",NE, Nebraska
10348,"Odell village, Nebraska",NE, Nebraska
10349,"Ogallala, Nebraska",NE, Nebraska
10350,"Ohiowa village, Nebraska",NE, Nebraska
10351,"Omaha, Nebraska",NE, Nebraska
10352,"O'Neill, Nebraska",NE, Nebraska
10353,"Ong village, Nebraska",NE, Nebraska
10354,"Orchard village, Nebraska",NE, Nebraska
10355,"Ord, Nebraska",NE, Nebraska
10356,"Orleans village, Nebraska",NE, Nebraska
10357,"Osceola, Nebraska",NE, Nebraska
10358,"Oshkosh, Nebraska",NE, Nebraska
10359,"Osmond, Nebraska",NE, Nebraska
10360,"Otoe village, Nebraska",NE, Nebraska
10361,"Overton village, Nebraska",NE, Nebraska
10362,"Oxford village, Nebraska",NE, Nebraska
10363,"Page village, Nebraska",NE, Nebraska
10364,"Palisade village, Nebraska",NE, Nebraska
10365,"Palmer village, Nebraska",NE, Nebraska
10366,"Palmyra village, Nebraska",NE, Nebraska
10367,"Panama village, Nebraska",NE, Nebraska
10368,"Papillion, Nebraska",NE, Nebraska
10369,"Pawnee City, Nebraska",NE, Nebraska
10370,"Paxton village, Nebraska",NE, Nebraska
10371,"Pender village, Nebraska",NE, Nebraska
10372,"Peru, Nebraska",NE, Nebraska
10373,"Petersburg village, Nebraska",NE, Nebraska
10374,"Phillips village, Nebraska",NE, Nebraska
10375,"Pickrell village, Nebraska",NE, Nebraska
10376,"Pierce, Nebraska",NE, Nebraska
10377,"Pilger village, Nebraska",NE, Nebraska
10378,"Plainview, Nebraska",NE, Nebraska
10379,"Platte Center village, Nebraska",NE, Nebraska
10380,"Plattsmouth, Nebraska",NE, Nebraska
10381,"Pleasant Dale village, Nebraska",NE, Nebraska
10382,"Pleasanton village, Nebraska",NE, Nebraska
10383,"Plymouth village, Nebraska",NE, Nebraska
10384,"Polk village, Nebraska",NE, Nebraska
10385,"Ponca, Nebraska",NE, Nebraska
10386,"Potter village, Nebraska",NE, Nebraska
10387,"Prague village, Nebraska",NE, Nebraska
10388,"Preston village, Nebraska",NE, Nebraska
10389,"Primrose village, Nebraska",NE, Nebraska
10390,"Prosser village, Nebraska",NE, Nebraska
10391,"Ragan village, Nebraska",NE, Nebraska
10392,"Ralston, Nebraska",NE, Nebraska
10393,"Randolph, Nebraska",NE, Nebraska
10394,"Ravenna, Nebraska",NE, Nebraska
10395,"Raymond village, Nebraska",NE, Nebraska
